varU	varE	Ind_gen	Densidad	h2	Pedigrí	Enfoque
0.46698970897	0.1682745189	148	10.000	0.74	Pedigrí 2.8	Bayesiano
0.45765678524	0.131170974343	298	10.000	0.78	Pedigrí 2.8	Bayesiano
0.42599930392	0.123329229719	451	10.000	0.78	Pedigrí 2.8	Bayesiano
0.46397255092	0.176676593959	0	100.000	0.72	Pedigrí 2.8	Bayesiano
0.4583064465	0.174428188877	148	100.000	0.72	Pedigrí 2.8	Bayesiano
0.45196186437	0.13375857591	298	100.000	0.77	Pedigrí 2.8	Bayesiano
0.42507465733	0.116741941573	451	100.000	0.78	Pedigrí 2.8	Bayesiano
0.51044155579	0.123849815098	0	1.000	0.8	Pedigrí 2.9	Bayesiano
0.52907152127	0.119531369619	148	1.000	0.82	Pedigrí 2.9	Bayesiano
0.49658197525	0.127377958876	298	1.000	0.8	Pedigrí 2.9	Bayesiano
0.35976254557	0.21901324788	451	1.000	0.62	Pedigrí 2.9	Bayesiano
0.50868867177	0.125608357006	0	10.000	0.8	Pedigrí 2.9	Bayesiano
0.51792714862	0.12236431729	148	10.000	0.81	Pedigrí 2.9	Bayesiano
0.46023038211	0.124516005056	298	10.000	0.79	Pedigrí 2.9	Bayesiano
0.42073344171	0.126049531496	451	10.000	0.77	Pedigrí 2.9	Bayesiano
0.51458338076	0.122724109992	0	100.000	0.81	Pedigrí 2.9	Bayesiano
0.50867401427	0.127120295251	148	100.000	0.8	Pedigrí 2.9	Bayesiano
0.45620116549	0.12736105898	298	100.000	0.78	Pedigrí 2.9	Bayesiano
0.4255981264	0.114971438939	451	100.000	0.79	Pedigrí 2.9	Bayesiano
0.48289889709	0.137436895476	0	1.000	0.78	Pedigrí 2.10	Bayesiano
0.50973120179	0.125341374396	148	1.000	0.8	Pedigrí 2.10	Bayesiano
0.48604460912	0.131991506427	298	1.000	0.79	Pedigrí 2.10	Bayesiano
0.35971610592	0.21799107939	451	1.000	0.62	Pedigrí 2.10	Bayesiano
0.48276858671	0.138219925811	0	10.000	0.78	Pedigrí 2.10	Bayesiano
0.49473393337	0.130451621766	148	10.000	0.79	Pedigrí 2.10	Bayesiano
0.45272419477	0.123848103123	298	10.000	0.79	Pedigrí 2.10	Bayesiano
0.42582065362	0.123198679047	451	10.000	0.78	Pedigrí 2.10	Bayesiano
0.48101992246	0.138527036841	0	100.000	0.78	Pedigrí 2.10	Bayesiano
0.48444851005	0.135612450164	148	100.000	0.78	Pedigrí 2.10	Bayesiano
0.44931658229	0.125427292274	298	100.000	0.78	Pedigrí 2.10	Bayesiano
0.42363649589	0.115693120507	451	100.000	0.79	Pedigrí 2.10	Bayesiano
0.45693328513071063	0.16953958206538278	0	1.000	0.73	Pedigrí 2.1	REML
0.46179432843576773	0.1639127485553815	148	1.000	0.74	Pedigrí 2.1	REML
0.45171520548915073	0.1713478312241118	298	1.000	0.72	Pedigrí 2.1	REML
0.3295920216975458	0.22747445431950578	451	1.000	0.59	Pedigrí 2.1	REML
0.45693328513071063	0.16953958206538278	0	10.000	0.73	Pedigrí 2.1	REML
0.4501319762026842	0.16506027889089053	148	10.000	0.73	Pedigrí 2.1	REML
0.42403754236812324	0.16585113619192585	298	10.000	0.72	Pedigrí 2.1	REML
0.4120286465062077	0.12276882011659004	451	10.000	0.77	Pedigrí 2.1	REML
0.45693328513071063	0.16953958206538278	0	100.000	0.73	Pedigrí 2.1	REML
0.45016787318231716	0.164203105251781	148	100.000	0.73	Pedigrí 2.1	REML
0.418964623659916	0.16833893119137686	298	100.000	0.71	Pedigrí 2.1	REML
0.4143481167891924	0.11312301197591625	451	100.000	0.79	Pedigrí 2.1	REML
0.502809501551975	0.12065908937945502	0	1.000	0.81	Pedigrí 2.2	REML
0.4997892163329299	0.12777995886808616	148	1.000	0.8	Pedigrí 2.2	REML
0.48483954021222364	0.12534449304217235	298	1.000	0.79	Pedigrí 2.2	REML
0.3295920216975458	0.22747445431950578	451	1.000	0.59	Pedigrí 2.2	REML
0.502809501551975	0.12065908937945502	0	10.000	0.81	Pedigrí 2.2	REML
0.47714592917671594	0.1390380176897517	148	10.000	0.77	Pedigrí 2.2	REML
0.44575610741464794	0.12585897724781764	298	10.000	0.78	Pedigrí 2.2	REML
0.4120286465062077	0.12276882011659004	451	10.000	0.77	Pedigrí 2.2	REML
0.502809501551975	0.12065908937945502	0	100.000	0.81	Pedigrí 2.2	REML
0.4787671632306372	0.13705842394645051	148	100.000	0.78	Pedigrí 2.2	REML
0.44064595636991094	0.12922299177779478	298	100.000	0.77	Pedigrí 2.2	REML
0.4143481167891924	0.11312301197591625	451	100.000	0.79	Pedigrí 2.2	REML
0.5562705920055971	0.07074963412281819	0	1.000	0.89	Pedigrí 2.3	REML
0.5569261357265923	0.06522187319936738	148	1.000	0.9	Pedigrí 2.3	REML
0.5156364980722886	0.09960541091853554	298	1.000	0.84	Pedigrí 2.3	REML
0.3295920216975458	0.22747445431950578	451	1.000	0.59	Pedigrí 2.3	REML
0.5562705920055971	0.07074963412281819	0	10.000	0.89	Pedigrí 2.3	REML
0.5189014530705506	0.08549308373305566	148	10.000	0.86	Pedigrí 2.3	REML
0.4736628334546168	0.09749455709976512	298	10.000	0.83	Pedigrí 2.3	REML
0.4120286465062077	0.12276882011659004	451	10.000	0.77	Pedigrí 2.3	REML
0.5562705920055971	0.07074963412281819	0	100.000	0.89	Pedigrí 2.3	REML
0.5198856331947944	0.0839577929459672	148	100.000	0.86	Pedigrí 2.3	REML
0.47153346757558134	0.09867533200867538	298	100.000	0.83	Pedigrí 2.3	REML
0.4143481167891924	0.11312301197591625	451	100.000	0.79	Pedigrí 2.3	REML
0.4428647162319121	0.19260056086219451	0	1.000	0.7	Pedigrí 2.4	REML
0.44487290360896836	0.19016293217933314	148	1.000	0.7	Pedigrí 2.4	REML
0.49598585073150825	0.1285400861310552	298	1.000	0.79	Pedigrí 2.4	REML
0.3295920216975458	0.22747445431950578	451	1.000	0.59	Pedigrí 2.4	REML
0.4428647162319121	0.19260056086219451	0	10.000	0.7	Pedigrí 2.4	REML
0.41783101968918285	0.20343678713812616	148	10.000	0.67	Pedigrí 2.4	REML
0.45497493191237903	0.12643588390995047	298	10.000	0.78	Pedigrí 2.4	REML
0.4120286465062077	0.12276882011659004	451	10.000	0.77	Pedigrí 2.4	REML
0.4428647162319121	0.19260056086219451	0	100.000	0.7	Pedigrí 2.4	REML
0.4220794310275817	0.20032586204915015	148	100.000	0.68	Pedigrí 2.4	REML
0.4532934984659489	0.1279047207085066	298	100.000	0.78	Pedigrí 2.4	REML
0.4143481167891924	0.11312301197591625	451	100.000	0.79	Pedigrí 2.4	REML
0.5021206546180672	0.11024759475801729	0	1.000	0.82	Pedigrí 2.5	REML
0.5271891601833941	0.08713620927541978	148	1.000	0.86	Pedigrí 2.5	REML
0.4980533600017989	0.11688750279389029	298	1.000	0.81	Pedigrí 2.5	REML
0.3295920216975458	0.22747445431950578	451	1.000	0.59	Pedigrí 2.5	REML
0.5021206546180672	0.11024759475801729	0	10.000	0.82	Pedigrí 2.5	REML
0.5006937973934318	0.09783491735299478	148	10.000	0.84	Pedigrí 2.5	REML
0.46020589943853235	0.113463323182002	298	10.000	0.8	Pedigrí 2.5	REML
0.4120286465062077	0.12276882011659004	451	10.000	0.77	Pedigrí 2.5	REML
0.5021206546180672	0.11024759475801729	0	100.000	0.82	Pedigrí 2.5	REML
0.5057772436575693	0.09389710339481414	148	100.000	0.84	Pedigrí 2.5	REML
0.45814481494958414	0.1145138645095193	298	100.000	0.8	Pedigrí 2.5	REML
0.4143481167891924	0.11312301197591625	451	100.000	0.79	Pedigrí 2.5	REML
0.553660475724081	0.0803972064905491	0	1.000	0.87	Pedigrí 2.6	REML
0.6010827226355083	0.04844686359678228	148	1.000	0.93	Pedigrí 2.6	REML
0.5437509495209832	0.0831978658658929	298	1.000	0.87	Pedigrí 2.6	REML
0.3295920216975458	0.22747445431950578	451	1.000	0.59	Pedigrí 2.6	REML
0.553660475724081	0.0803972064905491	0	10.000	0.87	Pedigrí 2.6	REML
0.564633896882234	0.06488213237664327	148	10.000	0.9	Pedigrí 2.6	REML
0.5013271555871199	0.07836646961096562	298	10.000	0.86	Pedigrí 2.6	REML
0.4120286465062077	0.12276882011659004	451	10.000	0.77	Pedigrí 2.6	REML
0.553660475724081	0.0803972064905491	0	100.000	0.87	Pedigrí 2.6	REML
0.5727687391899571	0.058684275347464565	148	100.000	0.91	Pedigrí 2.6	REML
0.49688416764983756	0.08077526161818678	298	100.000	0.86	Pedigrí 2.6	REML
0.4143481167891924	0.11312301197591625	451	100.000	0.79	Pedigrí 2.6	REML
0.5230536074491335	0.1173696770254551	0	1.000	0.82	Pedigrí 2.7	REML
0.5192296172599487	0.12259445789696333	148	1.000	0.81	Pedigrí 2.7	REML
0.5050992456569416	0.11364502101048667	298	1.000	0.82	Pedigrí 2.7	REML
0.3295920216975458	0.22747445431950578	451	1.000	0.59	Pedigrí 2.7	REML
0.5230536074491335	0.1173696770254551	0	10.000	0.82	Pedigrí 2.7	REML
0.4895189005806406	0.13760485791152696	148	10.000	0.78	Pedigrí 2.7	REML
0.4785802696717723	0.10193032419758598	298	10.000	0.82	Pedigrí 2.7	REML
0.4120286465062077	0.12276882011659004	451	10.000	0.77	Pedigrí 2.7	REML
0.5230536074491335	0.1173696770254551	0	100.000	0.82	Pedigrí 2.7	REML
0.4933394203234906	0.13418058265838137	148	100.000	0.79	Pedigrí 2.7	REML
0.4720406228157212	0.1056373908771849	298	100.000	0.82	Pedigrí 2.7	REML
0.4143481167891924	0.11312301197591625	451	100.000	0.79	Pedigrí 2.7	REML
0.43134316072884504	0.19197272555485517	0	1.000	0.69	Pedigrí 2.8	REML
0.44703874922662346	0.18164327925270066	148	1.000	0.71	Pedigrí 2.8	REML
0.48416612588939895	0.12844377705212268	298	1.000	0.79	Pedigrí 2.8	REML
0.3295920216975458	0.22747445431950578	451	1.000	0.59	Pedigrí 2.8	REML
0.43134316072884504	0.19197272555485517	0	10.000	0.69	Pedigrí 2.8	REML
0.4197890395353418	0.19249226315643944	148	10.000	0.69	Pedigrí 2.8	REML
0.44204384828218873	0.1315780034556493	298	10.000	0.77	Pedigrí 2.8	REML
0.4120286465062077	0.12276882011659004	451	10.000	0.77	Pedigrí 2.8	REML
0.43134316072884504	0.19197272555485517	0	100.000	0.69	Pedigrí 2.8	REML
0.41824363177117346	0.19265682694372233	148	100.000	0.68	Pedigrí 2.8	REML
0.436814437528478	0.1346768131483258	298	100.000	0.76	Pedigrí 2.8	REML
0.4143481167891924	0.11312301197591625	451	100.000	0.79	Pedigrí 2.8	REML
0.529977697298321	0.10480071378655517	0	1.000	0.83	Pedigrí 2.9	REML
0.5477924132428705	0.0998109869153374	148	1.000	0.85	Pedigrí 2.9	REML
0.4901659804021423	0.12237754191163693	298	1.000	0.8	Pedigrí 2.9	REML
0.3295920216975458	0.22747445431950578	451	1.000	0.59	Pedigrí 2.9	REML
0.529977697298321	0.10480071378655517	0	10.000	0.83	Pedigrí 2.9	REML
0.5166958300940658	0.11443214250169462	148	10.000	0.82	Pedigrí 2.9	REML
0.44723374182181147	0.12371610443718652	298	10.000	0.78	Pedigrí 2.9	REML
0.4120286465062077	0.12276882011659004	451	10.000	0.77	Pedigrí 2.9	REML
0.529977697298321	0.10480071378655517	0	100.000	0.83	Pedigrí 2.9	REML
0.5169564683832035	0.11323486404910954	148	100.000	0.82	Pedigrí 2.9	REML
0.443360066974479	0.12639055486545417	298	100.000	0.78	Pedigrí 2.9	REML
0.4143481167891924	0.11312301197591625	451	100.000	0.79	Pedigrí 2.9	REML
0.47545170729342917	0.13500240517775103	0	1.000	0.78	Pedigrí 2.10	REML
0.5034814356962732	0.12108985015276491	148	1.000	0.81	Pedigrí 2.10	REML
0.4788110971797314	0.12805742438746817	298	1.000	0.79	Pedigrí 2.10	REML
0.3295920216975458	0.22747445431950578	451	1.000	0.59	Pedigrí 2.10	REML
0.47545170729342917	0.13500240517775103	0	10.000	0.78	Pedigrí 2.10	REML
0.47287142093533047	0.13552087566658577	148	10.000	0.78	Pedigrí 2.10	REML
0.43246273862551726	0.12729705227549104	298	10.000	0.77	Pedigrí 2.10	REML
0.4120286465062077	0.12276882011659004	451	10.000	0.77	Pedigrí 2.10	REML
0.47545170729342917	0.13500240517775103	0	100.000	0.78	Pedigrí 2.10	REML
0.47637196913936236	0.1320236491512576	148	100.000	0.78	Pedigrí 2.10	REML
0.4302470652408463	0.12869982959155982	298	100.000	0.77	Pedigrí 2.10	REML
0.4143481167891924	0.11312301197591625	451	100.000	0.79	Pedigrí 2.10	REML
0.58132121117	0.119849430485	0	1.000	0.83	Pedigrí 3.1	Bayesiano
0.56406435713	0.119806275893	148	1.000	0.82	Pedigrí 3.1	Bayesiano
0.56564713176	0.107597726837	298	1.000	0.84	Pedigrí 3.1	Bayesiano
0.36604114854	0.214034823598	451	1.000	0.63	Pedigrí 3.1	Bayesiano
0.59054216134	0.113120112144	0	10.000	0.84	Pedigrí 3.1	Bayesiano
0.56445691966	0.115215728978	148	10.000	0.83	Pedigrí 3.1	Bayesiano
0.52215127398	0.106410015659	298	10.000	0.83	Pedigrí 3.1	Bayesiano
0.43509240444	0.114930710585	451	10.000	0.79	Pedigrí 3.1	Bayesiano
0.58784227138	0.116044945299	0	100.000	0.84	Pedigrí 3.1	Bayesiano
0.56179397694	0.116357121379	148	100.000	0.83	Pedigrí 3.1	Bayesiano
0.52357211773	0.104027744031	298	100.000	0.83	Pedigrí 3.1	Bayesiano
0.43356659337	0.108499630593	451	100.000	0.8	Pedigrí 3.1	Bayesiano
0.55411430698	0.102372925605	0	1.000	0.84	Pedigrí 3.2	Bayesiano
0.5626304472	0.097280970419	148	1.000	0.85	Pedigrí 3.2	Bayesiano
0.52272644745	0.117393655219	298	1.000	0.82	Pedigrí 3.2	Bayesiano
0.3603404968	0.216985191607	451	1.000	0.62	Pedigrí 3.2	Bayesiano
0.55084933072	0.106800871816	0	10.000	0.84	Pedigrí 3.2	Bayesiano
0.54096544454	0.109776634366	148	10.000	0.83	Pedigrí 3.2	Bayesiano
0.4853978739	0.113643867142	298	10.000	0.81	Pedigrí 3.2	Bayesiano
0.43383059171	0.117527282708	451	10.000	0.79	Pedigrí 3.2	Bayesiano
0.55217428808	0.104913458208	0	100.000	0.84	Pedigrí 3.2	Bayesiano
0.5349318816	0.109707310216	148	100.000	0.83	Pedigrí 3.2	Bayesiano
0.48864712136	0.10984372988	298	100.000	0.82	Pedigrí 3.2	Bayesiano
0.43442332287	0.107739322468	451	100.000	0.8	Pedigrí 3.2	Bayesiano
0.58229651935	0.079605084415	0	1.000	0.88	Pedigrí 3.3	Bayesiano
0.58340582962	0.0747509628	148	1.000	0.89	Pedigrí 3.3	Bayesiano
0.52481176498	0.106275189784	298	1.000	0.83	Pedigrí 3.3	Bayesiano
0.36073587079	0.215452976203	451	1.000	0.63	Pedigrí 3.3	Bayesiano
0.57279383022	0.08828313368	0	10.000	0.87	Pedigrí 3.3	Bayesiano
0.57029580025	0.079854849913	148	10.000	0.88	Pedigrí 3.3	Bayesiano
0.48837274438	0.099641551386	298	10.000	0.83	Pedigrí 3.3	Bayesiano
0.43339157481	0.116388714201	451	10.000	0.79	Pedigrí 3.3	Bayesiano
0.57080536836	0.089128573419	0	100.000	0.86	Pedigrí 3.3	Bayesiano
0.56391155732	0.079407073046	148	100.000	0.88	Pedigrí 3.3	Bayesiano
0.48379068528	0.104044820916	298	100.000	0.82	Pedigrí 3.3	Bayesiano
0.43545592467	0.107331073576	451	100.000	0.8	Pedigrí 3.3	Bayesiano
0.59189210682	0.111382561402	0	1.000	0.84	Pedigrí 3.4	Bayesiano
0.56475616863	0.112874064491	148	1.000	0.83	Pedigrí 3.4	Bayesiano
0.53475888215	0.121790701063	298	1.000	0.81	Pedigrí 3.4	Bayesiano
0.36794622381	0.213562001439	451	1.000	0.63	Pedigrí 3.4	Bayesiano
0.57870676976	0.118383257538	0	10.000	0.83	Pedigrí 3.4	Bayesiano
0.54402096668	0.124069070717	148	10.000	0.81	Pedigrí 3.4	Bayesiano
0.49463076593	0.119918373682	298	10.000	0.8	Pedigrí 3.4	Bayesiano
0.43919088736	0.11314092311	451	10.000	0.8	Pedigrí 3.4	Bayesiano
0.57856984826	0.121512309925	0	100.000	0.83	Pedigrí 3.4	Bayesiano
0.55900081935	0.114291405333	148	100.000	0.83	Pedigrí 3.4	Bayesiano
0.48759999564	0.123625988694	298	100.000	0.8	Pedigrí 3.4	Bayesiano
0.43185626479	0.109016226056	451	100.000	0.8	Pedigrí 3.4	Bayesiano
0.58164607678	0.100447303456	0	1.000	0.85	Pedigrí 3.5	Bayesiano
0.57360811624	0.103874669467	148	1.000	0.85	Pedigrí 3.5	Bayesiano
0.54050237038	0.100439230055	298	1.000	0.84	Pedigrí 3.5	Bayesiano
0.36225790853	0.215020048953	451	1.000	0.63	Pedigrí 3.5	Bayesiano
0.58009668766	0.10221653375	0	10.000	0.85	Pedigrí 3.5	Bayesiano
0.56193589769	0.104943390891	148	10.000	0.84	Pedigrí 3.5	Bayesiano
0.4890103891	0.107925547587	298	10.000	0.82	Pedigrí 3.5	Bayesiano
0.43814742822	0.113182335154	451	10.000	0.79	Pedigrí 3.5	Bayesiano
0.59136217355	0.094527331331	0	100.000	0.86	Pedigrí 3.5	Bayesiano
0.57202680773	0.096240222591	148	100.000	0.86	Pedigrí 3.5	Bayesiano
0.48957877674	0.106539799627	298	100.000	0.82	Pedigrí 3.5	Bayesiano
0.43554006891	0.106891257117	451	100.000	0.8	Pedigrí 3.5	Bayesiano
0.47645940697	0.158415481592	0	1.000	0.75	Pedigrí 3.6	Bayesiano
0.49648872094	0.150507124119	148	1.000	0.77	Pedigrí 3.6	Bayesiano
0.50399067815	0.129952888094	298	1.000	0.8	Pedigrí 3.6	Bayesiano
0.35993532994	0.217866196744	451	1.000	0.62	Pedigrí 3.6	Bayesiano
0.47735451273	0.157770623098	0	10.000	0.75	Pedigrí 3.6	Bayesiano
0.46673728046	0.166595336572	148	10.000	0.74	Pedigrí 3.6	Bayesiano
0.46409868905	0.127384830659	298	10.000	0.78	Pedigrí 3.6	Bayesiano
0.43308773295	0.116793034096	451	10.000	0.79	Pedigrí 3.6	Bayesiano
0.48012433857	0.155454518031	0	100.000	0.76	Pedigrí 3.6	Bayesiano
0.47296660028	0.160503689552	148	100.000	0.75	Pedigrí 3.6	Bayesiano
0.46510709138	0.127721675885	298	100.000	0.78	Pedigrí 3.6	Bayesiano
0.43300185185	0.109210251002	451	100.000	0.8	Pedigrí 3.6	Bayesiano
0.51456276519	0.161823197908	0	1.000	0.76	Pedigrí 3.7	Bayesiano
0.54328340774	0.134289752916	148	1.000	0.8	Pedigrí 3.7	Bayesiano
0.49412784826	0.150029770406	298	1.000	0.77	Pedigrí 3.7	Bayesiano
0.36338690929	0.21411436798	451	1.000	0.63	Pedigrí 3.7	Bayesiano
0.52627390937	0.154941066213	0	10.000	0.77	Pedigrí 3.7	Bayesiano
0.5062264446	0.151769216403	148	10.000	0.77	Pedigrí 3.7	Bayesiano
0.44902076829	0.155959383055	298	10.000	0.74	Pedigrí 3.7	Bayesiano
0.43453246729	0.115979293665	451	10.000	0.79	Pedigrí 3.7	Bayesiano
0.5221235163	0.156264154652	0	100.000	0.77	Pedigrí 3.7	Bayesiano
0.5248673429	0.141195589255	148	100.000	0.79	Pedigrí 3.7	Bayesiano
0.45735727913	0.15056829263	298	100.000	0.75	Pedigrí 3.7	Bayesiano
0.43209357556	0.108238584126	451	100.000	0.8	Pedigrí 3.7	Bayesiano
0.59681261632	0.09783513035	0	1.000	0.86	Pedigrí 3.8	Bayesiano
0.57975056245	0.09914041942	148	1.000	0.85	Pedigrí 3.8	Bayesiano
0.51763255693	0.123375741788	298	1.000	0.81	Pedigrí 3.8	Bayesiano
0.36294126054	0.21587538601	451	1.000	0.63	Pedigrí 3.8	Bayesiano
0.60582905353	0.08981614555	0	10.000	0.87	Pedigrí 3.8	Bayesiano
0.56830113358	0.10438036167	148	10.000	0.84	Pedigrí 3.8	Bayesiano
0.49602230314	0.110535637517	298	10.000	0.82	Pedigrí 3.8	Bayesiano
0.43519320914	0.115927293524	451	10.000	0.79	Pedigrí 3.8	Bayesiano
0.5918367352	0.098526806649	0	100.000	0.86	Pedigrí 3.8	Bayesiano
0.55989427681	0.107591469224	148	100.000	0.84	Pedigrí 3.8	Bayesiano
0.48591115532	0.115473964604	298	100.000	0.81	Pedigrí 3.8	Bayesiano
0.43698814249	0.105858480081	451	100.000	0.8	Pedigrí 3.8	Bayesiano
0.56650537971	0.083366692262	0	1.000	0.87	Pedigrí 3.9	Bayesiano
0.56965081247	0.076514330723	148	1.000	0.88	Pedigrí 3.9	Bayesiano
0.52962015674	0.103324949553	298	1.000	0.84	Pedigrí 3.9	Bayesiano
0.36539495972	0.214293058962	451	1.000	0.63	Pedigrí 3.9	Bayesiano
0.56439518255	0.083429947443	0	10.000	0.87	Pedigrí 3.9	Bayesiano
0.55817225551	0.079833260629	148	10.000	0.87	Pedigrí 3.9	Bayesiano
0.49066212107	0.10289670737	298	10.000	0.83	Pedigrí 3.9	Bayesiano
0.43181166113	0.116609104381	451	10.000	0.79	Pedigrí 3.9	Bayesiano
0.56096507194	0.083363729672	0	100.000	0.87	Pedigrí 3.9	Bayesiano
0.55814648421	0.078130441136	148	100.000	0.88	Pedigrí 3.9	Bayesiano
0.49027544715	0.100631096574	298	100.000	0.83	Pedigrí 3.9	Bayesiano
0.43164555125	0.110935819876	451	100.000	0.8	Pedigrí 3.9	Bayesiano
0.56408138685	0.104141219593	0	1.000	0.84	Pedigrí 3.10	Bayesiano
0.56652286635	0.100014350703	148	1.000	0.85	Pedigrí 3.10	Bayesiano
0.51671674405	0.112894801723	298	1.000	0.82	Pedigrí 3.10	Bayesiano
0.3627965332	0.215623225243	451	1.000	0.63	Pedigrí 3.10	Bayesiano
0.55853837183	0.107965387758	0	10.000	0.84	Pedigrí 3.10	Bayesiano
0.54671357754	0.109692794995	148	10.000	0.83	Pedigrí 3.10	Bayesiano
0.48329187176	0.108052514788	298	10.000	0.82	Pedigrí 3.10	Bayesiano
0.43712621661	0.114085592247	451	10.000	0.79	Pedigrí 3.10	Bayesiano
0.56150507109	0.106155227189	0	100.000	0.84	Pedigrí 3.10	Bayesiano
0.56295067881	0.098715255119	148	100.000	0.85	Pedigrí 3.10	Bayesiano
0.48101503145	0.109409120802	298	100.000	0.81	Pedigrí 3.10	Bayesiano
0.43388518939	0.109185233423	451	100.000	0.8	Pedigrí 3.10	Bayesiano
0.565124706284867	0.12576038015732235	0	1.000	0.82	Pedigrí 3.1	REML
0.5409310832206061	0.12783179621507432	148	1.000	0.81	Pedigrí 3.1	REML
0.5433422977112048	0.1143763261734004	298	1.000	0.83	Pedigrí 3.1	REML
0.3295920216975458	0.22747445431950578	451	1.000	0.59	Pedigrí 3.1	REML
0.565124706284867	0.12576038015732235	0	10.000	0.82	Pedigrí 3.1	REML
0.517185084728166	0.13862073876524802	148	10.000	0.79	Pedigrí 3.1	REML
0.49024381587631105	0.11796653587935625	298	10.000	0.81	Pedigrí 3.1	REML
0.4120286465062077	0.12276882011659004	451	10.000	0.77	Pedigrí 3.1	REML
0.565124706284867	0.12576038015732235	0	100.000	0.82	Pedigrí 3.1	REML
0.5206279293385716	0.13531690333295238	148	100.000	0.79	Pedigrí 3.1	REML
0.48651329387479053	0.12081584697983551	298	100.000	0.8	Pedigrí 3.1	REML
0.4143481167891924	0.11312301197591625	451	100.000	0.79	Pedigrí 3.1	REML
0.5432704214383917	0.10622800870409274	0	1.000	0.84	Pedigrí 3.2	REML
0.5499518905968139	0.09950332867006766	148	1.000	0.85	Pedigrí 3.2	REML
0.5013438941973039	0.12311418184700221	298	1.000	0.8	Pedigrí 3.2	REML
0.3295920216975458	0.22747445431950578	451	1.000	0.59	Pedigrí 3.2	REML
0.5432704214383917	0.10622800870409274	0	10.000	0.84	Pedigrí 3.2	REML
0.5131331191763774	0.11962420014638157	148	10.000	0.81	Pedigrí 3.2	REML
0.46167598323363884	0.12089219516955876	298	10.000	0.79	Pedigrí 3.2	REML
0.4120286465062077	0.12276882011659004	451	10.000	0.77	Pedigrí 3.2	REML
0.5432704214383917	0.10622800870409274	0	100.000	0.84	Pedigrí 3.2	REML
0.5123734433153077	0.1190531936367569	148	100.000	0.81	Pedigrí 3.2	REML
0.4554004167669001	0.12468259978038404	298	100.000	0.79	Pedigrí 3.2	REML
0.4143481167891924	0.11312301197591625	451	100.000	0.79	Pedigrí 3.2	REML
0.6664895673393675	0.02164937014518928	0	1.000	0.97	Pedigrí 3.3	REML
0.672917952120896	0.010113878033492247	148	1.000	0.99	Pedigrí 3.3	REML
0.5040609339137855	0.11161263367182354	298	1.000	0.82	Pedigrí 3.3	REML
0.3295920216975458	0.22747445431950578	451	1.000	0.59	Pedigrí 3.3	REML
0.6664895673393675	0.02164937014518928	0	10.000	0.97	Pedigrí 3.3	REML
0.6353573825848052	0.027218885649298953	148	10.000	0.96	Pedigrí 3.3	REML
0.47258172266077075	0.10360513504041498	298	10.000	0.82	Pedigrí 3.3	REML
0.4120286465062077	0.12276882011659004	451	10.000	0.77	Pedigrí 3.3	REML
0.6664895673393675	0.02164937014518928	0	100.000	0.97	Pedigrí 3.3	REML
0.6412719619265188	0.022169408814075465	148	100.000	0.97	Pedigrí 3.3	REML
0.46875880022684074	0.10594904597777807	298	100.000	0.82	Pedigrí 3.3	REML
0.4143481167891924	0.11312301197591625	451	100.000	0.79	Pedigrí 3.3	REML
0.5702750067572628	0.11929035368937095	0	1.000	0.83	Pedigrí 3.4	REML
0.5210819514330963	0.13447337105435433	148	1.000	0.79	Pedigrí 3.4	REML
0.4970473511291053	0.13679220241885195	298	1.000	0.78	Pedigrí 3.4	REML
0.3295920216975458	0.22747445431950578	451	1.000	0.59	Pedigrí 3.4	REML
0.5702750067572628	0.11929035368937095	0	10.000	0.83	Pedigrí 3.4	REML
0.49215097848546235	0.1488785050974943	148	10.000	0.77	Pedigrí 3.4	REML
0.4551931332545953	0.1374863004518823	298	10.000	0.77	Pedigrí 3.4	REML
0.4120286465062077	0.12276882011659004	451	10.000	0.77	Pedigrí 3.4	REML
0.5702750067572628	0.11929035368937095	0	100.000	0.83	Pedigrí 3.4	REML
0.4941040780241678	0.1468579111757492	148	100.000	0.77	Pedigrí 3.4	REML
0.4487679848913458	0.14134280608959965	298	100.000	0.76	Pedigrí 3.4	REML
0.4143481167891924	0.11312301197591625	451	100.000	0.79	Pedigrí 3.4	REML
0.594495964292829	0.08856977628357407	0	1.000	0.87	Pedigrí 3.5	REML
0.5739470999925427	0.09499231980638637	148	1.000	0.86	Pedigrí 3.5	REML
0.517652150349847	0.10785244408893291	298	1.000	0.83	Pedigrí 3.5	REML
0.3295920216975458	0.22747445431950578	451	1.000	0.59	Pedigrí 3.5	REML
0.594495964292829	0.08856977628357407	0	10.000	0.87	Pedigrí 3.5	REML
0.5371839458651724	0.1124149559200368	148	10.000	0.83	Pedigrí 3.5	REML
0.4691331619456989	0.11227111442517879	298	10.000	0.81	Pedigrí 3.5	REML
0.4120286465062077	0.12276882011659004	451	10.000	0.77	Pedigrí 3.5	REML
0.594495964292829	0.08856977628357407	0	100.000	0.87	Pedigrí 3.5	REML
0.5372436851412214	0.11180642522636419	148	100.000	0.83	Pedigrí 3.5	REML
0.4641827513955152	0.1148349657769697	298	100.000	0.8	Pedigrí 3.5	REML
0.4143481167891924	0.11312301197591625	451	100.000	0.79	Pedigrí 3.5	REML
0.42543168060154407	0.1879489683718016	0	1.000	0.69	Pedigrí 3.6	REML
0.42085483054272466	0.1945853122903549	148	1.000	0.68	Pedigrí 3.6	REML
